"prov_code","prov_name","muni_code","muni_name","c1842","c1857","c1860","c1877","c1887","c1897","c1900","c1910","c1920","c1930","c1940","c1950","c1960","c1970","c1981","c1991","c2001","c2011"
15,"a coruna","15001","Abegondo",3819,NA,NA,7104,7063,7244,7449,7700,7853,8934,9344,8625,8123,7033,6274,5466,5729,5699
15,"a coruna","15002","Ames",4604,NA,NA,7655,7473,7655,8051,8227,8502,8813,10011,10074,10735,10188,9527,10011,18782,29106
15,"a coruna","15003","Aranga",2207,NA,NA,4820,4713,4516,4838,5010,5250,5403,5307,4622,4228,3402,2723,2506,2314,2070
15,"a coruna","15004","Ares",4813,NA,NA,4309,4439,4483,4615,5284,5333,5986,6226,4755,5156,5129,4708,4511,5003,5774
15,"a coruna","15005","Arteixo",6533,NA,NA,8208,8165,8839,10160,10397,10024,10127,10879,10722,11285,12380,15448,17931,23306,30630
15,"a coruna","15006","Arzua",4794,NA,NA,8314,8865,9012,9262,9188,8899,9179,10911,10869,10650,9842,7377,7016,6633,6304
15,"a coruna","15007","Bana, A",3477,NA,NA,5707,6119,6403,6493,6958,7143,7380,7674,8193,9313,8775,8361,5864,4800,3972
15,"a coruna","15008","Bergondo",4775,NA,NA,5394,5772,5805,6400,6898,6558,6450,6846,6221,5760,5570,5293,5392,6223,6692
15,"a coruna","15009","Betanzos",5840,NA,NA,8132,8101,8039,8996,8692,9086,9340,10583,11091,10552,10466,11383,11930,12510,13539
15,"a coruna","15010","Boimorto",2421,NA,NA,3912,3925,3989,4070,4086,4379,4471,5389,5568,6031,5621,3464,2999,2522,2199
15,"a coruna","15011","Boiro",7386,NA,NA,7761,8062,8564,9293,10005,10551,11484,12481,13179,13462,14849,17288,17665,17748,19088
15,"a coruna","15012","Boqueixon",3348,NA,NA,4347,4399,4209,4623,4516,4652,4821,5202,5325,5511,5406,5511,4230,4267,4411
15,"a coruna","15013","Brion",6292,NA,NA,6374,6400,6503,6641,6843,6774,7206,7199,7649,8278,7690,6790,6375,6233,7373
15,"a coruna","15014","Cabana de Bergantinos",3063,NA,NA,4334,4445,4498,4821,4677,4806,5553,6308,6880,7044,7003,6991,6291,5563,4747
15,"a coruna","15015","Cabanas",2492,NA,NA,2854,3118,3311,3526,3841,4049,4062,4490,4686,5095,5039,3528,3074,3354,3297
15,"a coruna","15016","Camarinas",2659,NA,NA,3607,3876,4349,4572,5123,5628,6136,6124,6004,7490,8016,7220,7410,6421,6075
15,"a coruna","15017","Cambre",4409,NA,NA,6159,6461,6513,6858,6865,7056,8393,8019,8164,8173,7608,9181,12330,19262,23822
15,"a coruna","15018","Capela, A",3253,NA,NA,3423,3570,3728,4011,4290,4377,4858,4842,4796,4752,4153,3244,1741,1530,1373
15,"a coruna","15019","Carballo",9198,NA,NA,11885,11444,12844,13554,14766,15334,16565,19001,21313,22814,25166,25713,26033,28142,31292
15,"a coruna","15020","Carnota",3068,NA,NA,4923,5396,5735,5675,6842,7143,7440,8207,8502,8619,8069,7213,6795,5480,4626
15,"a coruna","15021","Carral",2998,NA,NA,4709,4728,4790,5096,5130,5258,5881,6325,6226,6174,5067,6001,5229,5236,6129
15,"a coruna","15022","Cedeira",3358,NA,NA,4692,4803,4811,5273,5676,7078,7955,8442,7786,8625,8300,8074,7673,7500,7268
15,"a coruna","15023","Cee",3034,NA,NA,4015,4011,4195,4396,4819,5076,5559,5619,6134,6569,7168,7531,7109,7164,7856
15,"a coruna","15024","Cerceda",2739,NA,NA,4270,4952,4962,4859,4978,5308,6341,7613,7687,8297,7562,7201,7015,5390,5339
15,"a coruna","15025","Cerdido",1760,NA,NA,2944,3159,3003,3151,3331,3393,3677,3709,3837,3245,3114,2195,1908,1568,1304
15,"a coruna","15026","Cesuras",2349,NA,NA,4917,4767,4774,4994,5005,5453,5723,6550,6486,6013,5196,3740,2977,2551,2187
15,"a coruna","15027","Coiros",1484,NA,NA,2783,2688,2688,2789,2929,2730,2856,3012,2257,2047,1780,1606,1597,1576,1759
15,"a coruna","15028","Corcubion",1146,NA,NA,1767,1592,1706,1667,1728,1752,1770,1552,1623,1893,2004,2114,2102,1966,1720
15,"a coruna","15029","Coristanco",4575,NA,NA,5871,6179,6560,6763,7862,8092,8267,8672,9500,9997,10004,10314,9334,7962,6982
15,"a coruna","15030","Coruna, A",19415,NA,NA,35718,39609,38927,44057,49290,63603,71511,98834,127618,173661,189467,231721,246953,236379,245053
15,"a coruna","15031","Culleredo",4891,NA,NA,6496,6757,7337,7491,7560,8049,8563,8989,8921,8757,10221,12614,14631,22348,29382
15,"a coruna","15032","Curtis",1707,NA,NA,3806,4185,4137,4373,5207,5369,5990,7020,7098,8253,7171,5084,4660,4405,4161
15,"a coruna","15033","Dodro",3871,NA,NA,3502,3169,3198,3384,3533,3536,3603,3612,3372,3391,3434,3542,3514,3210,2987
15,"a coruna","15034","Dumbria",2273,NA,NA,3800,3738,3721,3752,3951,4240,4139,4739,5178,5490,5042,4778,5028,4260,3317
15,"a coruna","15035","Fene",3234,NA,NA,5051,5223,5406,5770,6920,7064,7334,8090,8268,9291,11148,15097,14989,14496,13807
15,"a coruna","15036","Ferrol",16641,NA,NA,22403,26372,25264,26257,26270,30782,37662,54199,67881,70254,80194,87691,83045,77950,71690
15,"a coruna","15037","Fisterra",2340,NA,NA,4090,4479,4746,5104,5752,5883,5860,5399,5271,5084,5075,5322,5477,5132,4958
15,"a coruna","15038","Frades",2806,NA,NA,3209,3238,3436,3398,3646,3913,4123,4481,4644,4720,4238,3655,3333,3006,2578
15,"a coruna","15039","Irixoa",2578,NA,NA,3446,3562,3604,3603,3623,3949,4094,4192,3757,3224,2436,2138,1914,1655,1501
15,"a coruna","15040","Laxe",2440,NA,NA,2979,3339,3234,3428,3672,3841,3717,4045,4199,4123,3814,3654,3479,10596,3319
15,"a coruna","15041","Laracha, A",6354,NA,NA,7581,7800,8111,8239,8463,8979,10927,11839,12486,13294,11456,11710,10521,3566,11322
15,"a coruna","15042","Lousame",4547,NA,NA,5192,5278,5503,5940,6122,6286,6487,6743,7008,6539,6026,5014,4667,4077,3634
15,"a coruna","15043","Malpica de Bergantinos",4480,NA,NA,4217,4697,5377,5665,5985,6602,6712,7460,8036,8090,8649,8549,7950,7042,6044
15,"a coruna","15044","Manon",4909,NA,NA,5222,5021,4945,4895,4931,4701,4675,4433,4410,4778,3447,2976,2242,1870,1541
15,"a coruna","15045","Mazaricos",4471,NA,NA,6350,6190,5958,6555,7077,7399,7597,8042,7295,8675,7827,6757,7014,5769,4558
15,"a coruna","15046","Melide",3496,NA,NA,6098,6337,6506,6633,7488,7838,9163,10412,10460,9010,8150,8014,8304,7818,7466
15,"a coruna","15047","Mesia",2635,NA,NA,4179,4073,4662,4331,5028,5229,5787,6409,6336,6618,5470,4410,3684,3296,2874
15,"a coruna","15048","Mino",2578,NA,NA,4525,4836,4949,5025,5300,5665,5794,5733,6035,6173,5354,5476,5074,4970,5682
15,"a coruna","15049","Moeche",3343,NA,NA,3308,3160,3580,3476,3745,3744,3551,3819,3537,3232,2594,2088,1763,1489,1358
15,"a coruna","15050","Monfero",3348,NA,NA,5064,5577,5748,5810,6412,6502,7314,7508,6712,6019,4606,3587,3008,2562,2139
15,"a coruna","15051","Mugardos",3662,NA,NA,5328,5484,6427,6739,7400,7514,8147,9027,7230,6976,7170,7079,6668,5718,5472
15,"a coruna","15052","Muxia",4818,NA,NA,6361,7126,7099,7090,7406,7682,8443,7371,7812,7377,7156,7080,6725,10156,5267
15,"a coruna","15053","Muros",8223,NA,NA,8750,9375,9469,9660,10924,11183,11781,11486,12032,11675,11676,12302,11255,6040,9445
15,"a coruna","15054","Naron",5018,NA,NA,7734,7744,8110,8565,10154,11988,13120,13680,14895,16730,21756,29152,31594,32204,39074
15,"a coruna","15055","Neda",2730,NA,NA,4293,4744,4823,5068,5798,6456,6990,8189,9254,8984,8722,6935,6456,5958,5429
15,"a coruna","15056","Negreira",3410,NA,NA,6143,6229,6369,6406,6894,7155,8163,8923,9303,10236,10021,7771,6679,6592,7074
15,"a coruna","15057","Noia",8085,NA,NA,9933,9847,9606,10321,10995,11815,12326,12677,13371,12770,12320,14126,14893,14217,14751
15,"a coruna","15058","Oleiros",3196,NA,NA,5876,6506,6892,7148,7998,9212,9699,11479,11017,10943,10704,15039,18480,27252,34220
15,"a coruna","15059","Ordes",3900,NA,NA,5989,6509,6486,7594,8298,8359,8795,10818,10700,12206,10219,11076,11704,11963,12945
15,"a coruna","15060","Oroso",2321,NA,NA,2979,3029,3234,3300,3560,3964,3731,4228,4412,4512,4260,3657,3779,5530,7269
15,"a coruna","15061","Ortigueira",5230,NA,NA,17775,17899,18745,18975,20193,21661,23147,23845,22499,21638,18301,16443,9925,8172,6697
15,"a coruna","15062","Outes",7904,NA,NA,9160,9237,9368,9906,10214,11057,11772,12992,13450,13994,11282,10128,9273,8202,7177
15,"a coruna","15063","Oza dos Rios",2454,NA,NA,4799,4997,4990,5773,5987,6060,6089,6316,6475,6050,5399,3744,3338,3151,3220
15,"a coruna","15064","Paderne",2630,NA,NA,4363,4665,4931,4980,4925,5097,5159,5265,5001,4237,4713,3690,2903,2709,2592
15,"a coruna","15065","Padron",8827,NA,NA,9007,8439,7491,7694,7732,7718,8208,8547,8820,8608,8309,9948,10019,8841,8904
15,"a coruna","15066","Pino, O",4047,NA,NA,6332,6394,6495,6643,6833,6839,7817,8160,8802,8486,6840,6027,5281,4868,4711
15,"a coruna","15067","Pobra do Caraminal, A",4656,NA,NA,6089,6242,6330,6711,7796,9723,10338,9081,8740,8985,8697,8408,10390,9972,9637
15,"a coruna","15068","Ponteceso",4162,NA,NA,6158,6356,6548,7260,8161,8695,9308,10504,10447,9338,9117,10067,8035,6906,6065
15,"a coruna","15069","Pontedeume",5508,NA,NA,8610,8659,6033,6097,6989,7160,7576,8183,8347,8395,8227,8714,8817,8696,8305
15,"a coruna","15070","Pontes de Garcia Rodriguez, As",4090,NA,NA,4352,4437,4613,4615,5006,5364,5871,5491,6038,8435,8077,11158,13350,12097,11021
15,"a coruna","15071","Porto do Son",5888,NA,NA,8254,8998,9428,9602,10232,10911,10800,11186,11214,10906,10719,11102,10709,10132,9695
15,"a coruna","15072","Rianxo",5812,NA,NA,7596,8008,8194,8836,9339,9937,10681,10552,11357,11596,12430,12715,12744,11682,11706
15,"a coruna","15073","Ribeira",6154,NA,NA,9700,10629,10999,12455,14831,17335,18835,21179,20626,22444,22678,24542,25285,26086,27742
15,"a coruna","15074","Rois",6459,NA,NA,7038,6597,6515,6551,6642,6534,6692,6691,6686,6666,6112,6015,5643,5117,4876
15,"a coruna","15075","Sada",4138,NA,NA,5943,6472,6859,7019,8921,8456,10132,8578,7623,7369,7277,7792,8935,11464,14854
15,"a coruna","15076","San Sadurnino",4433,NA,NA,5415,5635,5334,5369,6356,6427,6441,6676,6757,6123,5073,4398,3781,3220,3085
15,"a coruna","15077","Santa Comba",4922,NA,NA,9021,9087,9813,10008,10459,10947,11499,11753,12562,13951,13065,11902,11439,10794,10076
15,"a coruna","15078","Santiago de Compostela",22749,NA,NA,23629,22574,24529,24317,24660,27341,39620,43815,52675,57173,65270,82404,87807,90188,95397
15,"a coruna","15079","Santiso",2611,NA,NA,4195,4380,4243,4307,4715,4808,5094,4848,5425,4689,3631,2892,2480,2266,1847
15,"a coruna","15080","Sobrado",2863,NA,NA,4683,4871,4773,4963,4972,5135,5825,6468,6504,5489,4593,3466,2894,2402,2055
15,"a coruna","15081","Somozas, As",2135,NA,NA,3297,3692,4002,3849,3682,4153,4418,4541,4261,3748,2835,2004,1682,1396,1281
15,"a coruna","15082","Teo",6430,NA,NA,7797,8058,7847,8079,8088,8839,9802,10556,10891,11513,11702,11071,12607,15476,18472
15,"a coruna","15083","Toques",1346,NA,NA,2733,2876,2957,2996,3272,3184,3309,3393,3334,3309,2623,2454,1956,1580,1309
15,"a coruna","15084","Tordoia",1869,NA,NA,2817,3674,3788,3842,4257,4401,4825,5503,6285,6713,6238,6220,5847,4847,3951
15,"a coruna","15085","Touro",4994,NA,NA,6360,6683,6885,6958,5987,6552,7122,7767,7778,8079,6657,5892,5029,4776,4028
15,"a coruna","15086","Trazo",1979,NA,NA,3724,3573,3801,3754,4133,4167,4804,5317,5491,6024,5185,5005,4282,3720,3407
15,"a coruna","15087","Valdovino",3805,NA,NA,5440,6039,6203,6316,6896,8227,8482,9050,8780,8154,7986,7035,7008,4765,6873
15,"a coruna","15088","Val do Dubra",2687,NA,NA,4812,4940,5028,4900,5293,5835,6206,6489,7165,8105,6339,6554,5351,6805,4221
15,"a coruna","15089","Vedra",5217,NA,NA,6073,6259,5969,5861,5852,5885,6775,6440,6155,6090,5673,5791,5051,5031,5030
15,"a coruna","15090","Vilasantar",1598,NA,NA,2594,2822,2864,3061,3073,3212,3393,4195,4343,4004,3141,2529,1896,1365,1357
15,"a coruna","15091","Vilarmaior",2036,NA,NA,NA,NA,3044,3220,3638,3869,3607,3634,3020,2482,2049,1929,1448,1597,1263
15,"a coruna","15092","Vimianzo",4152,NA,NA,7898,8268,8637,9405,9769,10520,11591,11361,11836,10497,10408,9646,9639,8542,7989
15,"a coruna","15093","Zas",2882,NA,NA,5607,5910,5715,5891,6252,6645,7210,7780,8429,9104,8676,7329,6611,6057,5119
15,"a coruna","15500","Conjo",5683,NA,NA,7038,6414,7731,7982,8298,8209,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","155000","Conzadoiro",4266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","155001","Freires",3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","155002","Veiga (San Adriano da)",3486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","15501","Enfesta",2939,NA,NA,4433,4410,4034,4237,4703,4768,5218,6093,6503,6209,NA,NA,NA,NA,NA
15,"a coruna","15502","Oza (Pdo. de la Coruna)",5645,NA,NA,7308,8090,8798,9873,9434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","15503","Serantes",5365,NA,NA,7540,7125,7497,7617,8039,10653,11812,NA,NA,NA,NA,NA,NA,NA,NA
15,"a coruna","15901","Carino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5514,4844,4374
1,"alava","01001","Alegria-Dulantzi",620,NA,NA,654,693,658,650,704,842,810,646,692,692,792,1037,999,1533,2860
1,"alava","01002","Amurrio",756,NA,NA,1143,1207,1185,1174,1254,1344,1595,1831,2152,4067,5417,9032,9744,9460,10071
1,"alava","01003","Aramaio",1827,NA,NA,2552,2459,2095,2109,2261,2162,1945,1897,1949,1900,1695,1438,1310,1466,1507
1,"alava","01004","Artziniega",708,NA,NA,1012,1075,1141,1118,1123,1087,1108,1168,1104,984,916,1088,1227,1336,1854
1,"alava","01005","Arlucea Marquinez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA
1,"alava","01006","Arminon",267,NA,NA,413,389,362,379,385,409,446,421,362,312,195,157,127,166,227
1,"alava","01007","Arrastaria",499,NA,NA,675,604,620,640,612,717,680,666,585,599,480,NA,NA,NA,NA
1,"alava","01008","Arrazua Ubarrundia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1078,951,1094,899,891,662,651,721,953
1,"alava","01009","Asparrena",1018,NA,NA,1669,1596,2001,2159,2231,2398,2260,2053,1954,2032,1921,1720,1494,1580,1691
1,"alava","01010","Ayala/Aiara",2574,NA,NA,3236,3041,3111,3222,2671,2737,2913,2882,2881,2754,2651,2302,2065,2117,2894
1,"alava","01011","Banos de Ebro/Manueta",417,NA,NA,382,410,410,438,377,430,415,452,498,445,373,325,332,336,314
1,"alava","01012","Barriobusto",422,NA,NA,374,351,344,352,323,346,344,315,310,303,208,NA,NA,NA,NA
1,"alava","01013","Barrundia",989,NA,NA,1272,1360,1263,1262,1387,1296,1253,1111,1082,988,760,637,573,640,904
1,"alava","01014","Berantevilla",839,NA,NA,875,767,749,763,810,866,907,866,861,742,536,429,421,459,480
1,"alava","01015","Berguenda",640,NA,NA,746,646,805,802,893,890,864,872,860,999,589,NA,NA,NA,NA
1,"alava","01016","Bernedo",460,NA,NA,681,627,604,636,650,644,655,645,664,571,661,633,556,533,572
1,"alava","01017","Campezo/Kanpezu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444,1277,1143,1071,1146
1,"alava","01018","Zigoitia",2278,NA,NA,1519,1403,1245,1258,1245,1264,1222,1174,1150,1005,754,690,746,1284,1740
1,"alava","01019","Kripan",174,NA,NA,323,319,288,305,299,263,250,267,299,324,241,202,201,190,196
1,"alava","01020","Kuartango",795,NA,NA,1085,1038,961,1016,948,899,906,812,714,667,492,352,350,370,355
1,"alava","01021","Elburgo / Burgelu",485,NA,NA,471,432,462,455,510,556,565,521,443,355,264,203,202,418,624
1,"alava","01022","Elciego",1299,NA,NA,1283,1397,1513,1547,1474,1415,1427,1506,1471,1313,1030,951,908,930,1048
1,"alava","01023","Elvillar/Bilar",456,NA,NA,805,788,718,782,615,560,599,736,694,651,525,365,361,367,363
1,"alava","01024","Foronda",834,NA,NA,838,838,846,830,903,1002,931,973,818,752,708,NA,NA,NA,NA
1,"alava","01025","Huetos, Los",228,NA,NA,260,279,263,244,278,309,285,283,251,225,162,NA,NA,NA,NA
1,"alava","01026","Iruna",247,NA,NA,337,351,360,357,350,339,371,351,312,364,345,NA,NA,NA,NA
1,"alava","01027","Iruraiz-Gauna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,477,425,440,540
1,"alava","01028","Labastida/Bastida",1158,NA,NA,1842,1778,1625,1615,1430,1164,1124,1048,1022,936,1073,986,971,1269,1489
1,"alava","01029","Labraza",315,NA,NA,299,296,270,246,246,254,255,224,217,182,137,NA,NA,NA,NA
1,"alava","01030","Lagran",509,NA,NA,614,511,558,558,561,590,637,588,529,408,267,238,188,197,182
1,"alava","01031","Laguardia",2191,NA,NA,2390,2256,2296,2465,2188,2168,2323,2348,2315,2053,1609,1585,1486,1401,1541
1,"alava","01032","Lanciego/Lantziego",824,NA,NA,1028,1169,1107,1151,978,926,904,1003,982,894,700,617,641,631,690
1,"alava","01033","Lapuebla de Labarca",679,NA,NA,750,679,770,810,811,800,865,886,899,829,774,763,814,852,859
1,"alava","01034","Leza",359,NA,NA,487,511,495,497,380,321,342,409,402,346,252,176,190,198,222
1,"alava","01035","Lezama",1435,NA,NA,1626,1528,1499,1532,1583,1440,1564,1391,1353,1198,995,NA,NA,NA,NA
1,"alava","01036","Laudio / Llodio",1895,NA,NA,2185,2242,2126,2250,2467,2712,2793,3037,3917,7180,15362,20896,20475,18931,18461
1,"alava","01037","Arraia-Maeztu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337,1118,813,695,717,739
1,"alava","01038","Mendoza",228,NA,NA,295,299,323,306,325,302,293,306,288,268,253,NA,NA,NA,NA
1,"alava","01039","Moreda de Alava/Moreda de Araba",490,NA,NA,553,577,493,550,531,550,595,579,566,531,503,307,272,261,248
1,"alava","01040","Nanclares de Oca",329,NA,NA,533,556,597,601,661,775,813,863,1129,1010,1136,NA,NA,NA,NA
1,"alava","01041","Navaridas",165,NA,NA,339,357,349,336,298,290,271,284,307,278,266,180,217,223,223
1,"alava","01042","Okondo",926,NA,NA,949,844,775,774,897,833,892,788,756,758,757,765,705,876,1159
1,"alava","01043","Oyon-Oion",872,NA,NA,915,854,906,996,1058,1056,1132,1133,1219,1310,2006,2315,2132,2464,3283
1,"alava","01044","Penacerrada-Urizaharra",776,NA,NA,893,863,869,854,839,850,845,763,747,566,399,231,222,240,278
1,"alava","01045","Pipaon",330,NA,NA,315,326,285,285,297,248,228,227,248,193,77,NA,NA,NA,NA
1,"alava","01046","Erriberagoitia / Ribera Alta",932,NA,NA,1245,1196,1154,1164,1149,1162,1621,1585,1390,1228,951,562,499,522,787
1,"alava","01047","Ribera Baja/Erribera Beitia",460,NA,NA,661,605,581,550,647,669,738,738,759,887,642,429,375,698,1311
1,"alava","01048","Salcedo",586,NA,NA,741,670,650,652,714,763,773,739,664,773,608,NA,NA,NA,NA
1,"alava","01049","Anana",940,NA,NA,850,797,775,798,770,678,602,644,670,568,399,200,190,192,165
1,"alava","01050","Salinillas de Burado",373,NA,NA,443,462,494,474,400,415,452,423,312,286,111,NA,NA,NA,NA
1,"alava","01051","Salvatierra/Agurain",1415,NA,NA,2001,1486,1423,1386,1409,1502,1689,2194,2298,2418,2680,3604,3650,4006,4937
1,"alava","01052","Samaniego",655,NA,NA,545,554,429,430,259,279,289,333,376,349,279,240,271,308,334
1,"alava","01053","San Millan/Donemiliaga",1881,NA,NA,2056,1954,1757,1778,1925,2134,1855,1887,1688,1555,1173,836,685,709,720
1,"alava","01054","Urkabustaiz",606,NA,NA,1271,1182,1161,1225,1262,1203,1254,1193,1306,1090,1024,919,860,877,1355
1,"alava","01055","Valdegovia/Gaubea",2049,NA,NA,3278,3121,2966,2923,2991,2809,3410,3342,2949,2410,1456,980,793,952,1079
1,"alava","01056","Harana/Valle de Arana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,727,593,453,393,334,283
1,"alava","01057","Villabuena de Alava/Eskuernaga",378,NA,NA,395,444,486,477,412,421,373,410,462,426,368,333,352,321,330
1,"alava","01058","Legutio",1958,NA,NA,1593,1408,1466,1510,1531,1429,1365,1042,1337,1375,1402,1346,1213,1359,1739
1,"alava","01059","Vitoria-Gasteiz",9553,NA,NA,26921,28659,30491,32617,34074,35602,40245,47741,48900,68604,132963,189533,206116,216852,240753
1,"alava","01060","Yecora / Lekoda",534,NA,NA,591,564,473,493,549,561,591,528,521,466,315,214,243,260,286
1,"alava","01061","Zalduondo",305,NA,NA,349,317,240,263,301,284,273,266,232,251,195,128,120,139,185
1,"alava","01062","Zambrana",247,NA,NA,348,336,358,378,335,371,879,821,765,706,436,331,327,364,434
1,"alava","01063","Zuia",1129,NA,NA,2135,1873,2083,2085,2149,2047,2036,2011,2033,1528,1432,1303,1211,1906,2420
1,"alava","01500","Alda",286,NA,NA,265,328,310,320,295,337,316,347,NA,NA,NA,NA,NA,NA,NA
1,"alava","01501","Ali",1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01502","Antonana",228,NA,NA,374,382,334,350,392,416,427,446,458,352,NA,NA,NA,NA,NA
1,"alava","01503","Apellaniz",267,NA,NA,339,310,266,284,287,268,252,264,258,NA,NA,NA,NA,NA,NA
1,"alava","01504","Arinez",184,NA,NA,229,204,219,237,244,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01505","Arlucea",276,NA,NA,421,417,388,420,328,349,318,298,318,216,NA,NA,NA,NA,NA
1,"alava","01506","Arraya",620,NA,NA,849,812,750,766,873,883,852,836,923,NA,NA,NA,NA,NA,NA
1,"alava","01507","Arrazua",470,NA,NA,528,542,506,515,564,602,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01508","Berganzo",320,NA,NA,370,339,286,303,298,302,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01509","Contrasta",242,NA,NA,264,246,245,250,273,306,261,225,NA,NA,NA,NA,NA,NA,NA
1,"alava","01510","Corres",150,NA,NA,188,157,161,176,177,151,172,132,134,121,NA,NA,NA,NA,NA
1,"alava","01511","Elorriaga",2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01512","Gamboa",703,NA,NA,684,696,608,627,644,735,725,634,585,NA,NA,NA,NA,NA,NA
1,"alava","01513","Gauna",232,NA,NA,317,302,276,286,310,311,314,324,325,307,NA,NA,NA,NA,NA
1,"alava","01514","Guevara",291,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01515","Iruraiaz",587,NA,NA,765,631,600,633,715,774,799,776,723,670,NA,NA,NA,NA,NA
1,"alava","01516","Lacozmonte",397,NA,NA,440,427,369,385,468,515,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01517","Laminoria",393,NA,NA,477,473,470,568,446,449,406,323,348,NA,NA,NA,NA,NA,NA
1,"alava","01518","Marquinez",262,NA,NA,312,296,285,262,279,278,292,312,299,246,NA,NA,NA,NA,NA
1,"alava","01519","Ocio",228,NA,NA,255,241,212,205,170,164,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01520","Orbiso",359,NA,NA,392,391,352,370,364,341,314,312,311,263,NA,NA,NA,NA,NA
1,"alava","01521","Oteo",170,NA,NA,131,116,129,121,117,111,117,117,105,97,NA,NA,NA,NA,NA
1,"alava","01522","Paganos",204,NA,NA,215,229,237,237,200,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01523","Quintana",291,NA,NA,328,315,291,275,274,245,222,283,269,227,NA,NA,NA,NA,NA
1,"alava","01524","Sabando",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01525","San Roman de Campezo",184,NA,NA,212,211,218,207,206,157,152,174,181,162,NA,NA,NA,NA,NA
1,"alava","01526","San Vicente de Arana",252,NA,NA,259,229,222,241,245,282,254,254,NA,NA,NA,NA,NA,NA,NA
1,"alava","01527","Santa Cruz de Campezo",465,NA,NA,1105,1097,1092,1088,1102,1101,1146,1057,1103,1095,NA,NA,NA,NA,NA
1,"alava","01528","Subijama",165,NA,NA,347,351,360,336,301,303,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01529","Ubarrundia",649,NA,NA,433,493,488,491,461,527,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01530","Valderejo",174,NA,NA,376,341,339,331,330,287,240,216,213,119,NA,NA,NA,NA,NA
1,"alava","01531","Villanane",292,NA,NA,338,245,295,255,306,312,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01532","Vinaspre",170,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"alava","01901","Iruna Oka/Iruna de Oca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763,1502,1953,3043
1,"alava","01902","Lantaron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,804,958,909
2,"albacete","02001","Abengibre",977,NA,NA,879,964,874,913,994,1043,1150,1183,1286,1220,1150,1147,1065,950,859
2,"albacete","02002","Alatoz",1367,NA,NA,1267,1244,1248,1191,1361,1509,1955,1582,1610,1340,1083,924,794,635,587
2,"albacete","02003","Albacete",13143,NA,NA,18591,20671,21449,21373,24981,32163,41889,60038,69504,72597,93062,116484,130023,148934,171999
2,"albacete","02004","Albatana",657,NA,NA,1200,1250,NA,NA,NA,1289,1251,1379,1401,1397,1122,984,915,851,784
2,"albacete","02005","Alborea",1621,NA,NA,1521,1583,1812,1767,1832,2016,2248,2297,2188,2101,1340,1057,797,778,830
2,"albacete","02006","Alcadozo",NA,NA,NA,1338,1428,1418,1438,1609,1756,1859,1744,1804,1644,1462,1110,826,740,732
2,"albacete","02007","Alcala del Jucar",2883,NA,NA,2762,2764,2933,2975,2863,3270,3573,3876,3949,3663,2536,1874,1678,1409,1335
2,"albacete","02008","Alcaraz",7325,NA,NA,4282,4672,4736,4503,5393,4941,5310,6053,6243,4840,2798,1953,1963,1713,1585
2,"albacete","02009","Almansa",8731,NA,NA,7872,9480,9967,11177,11857,12535,14745,16620,16087,15446,17167,20377,22599,23531,25316
